city,station_id,Long,Lat,Year,PMten,PMDF,GP,ST,WP,Precipitation,PopD
New_York,NY110,-73.93432,40.7997,2013,11.23976777,0.071934514,37.83844446,17.59,11.084,1076.75,10359.65235
New_York,NY110,-73.93432,40.7997,2014,11.19121909,0.071623802,40.37812778,17.384,10.986,1025.65,10359.65235
New_York,NY110,-73.93432,40.7997,2015,11.11862017,0.071159169,40.32943657,17.974,10.658,1182.6,18647.12
New_York,NY110,-73.93432,40.7997,2016,10.89008758,0.069696561,44.0711652,18.262,11.752,1693.6,10357.00438
New_York,NY110,-73.93432,40.7997,2017,10.85630618,0.06948036,37.74050308,17.528,11.352,1419.85,10357.00438
New_York,NY110,-73.93432,40.7997,2018,10.90858015,0.069814913,38.50580521,17.728,11.142,1197.2,10437.94509
New_York,NY110,-73.93432,40.7997,2019,10.89008758,0.069696561,42.52644029,18.096,10.524,1098.65,10437.94509
New_York,NY110,-73.93432,40.7997,2020,10.89008758,0.069696561,33.09910811,18.086,15.87,894.25,18649.54
New_York,NY79,-73.82153,40.7361,2000,33.44471334,0.214046165,24.39732455,17.284,7.614,1131.5,8703.343
New_York,NY79,-73.82153,40.7361,2001,31.86325077,0.203924805,26.84180116,18.686,6.104,1408.9,8740.9222
New_York,NY79,-73.82153,40.7361,2002,29.70777452,0.190129757,23.8902935,19.332,6.9,1211.8,8778.5014
New_York,NY79,-73.82153,40.7361,2003,31.02891147,0.198585033,25.52951932,16.946,6.186,1255.6,8816.0806
New_York,NY79,-73.82153,40.7361,2004,31.82052635,0.203651369,25.54592784,18.206,6.334,1277.5,8853.6598
New_York,NY79,-73.82153,40.7361,2005,31.47518728,0.201441199,30.19949427,19.02,7.866,1266.55,8891.239
New_York,NY79,-73.82153,40.7361,2006,30.35072237,0.194244623,30.19949427,18.474,6.576,1321.3,8922.93122
New_York,NY79,-73.82153,40.7361,2007,28.49813085,0.182388037,27.08388568,17.926,6.956,1193.55,8954.62344
New_York,NY79,-73.82153,40.7361,2008,25.59140557,0.163784996,26.53308796,18.494,6.456,1171.65,8986.31566
New_York,NY79,-73.82153,40.7361,2009,22.94273581,0.146833509,24.99348825,17.854,7.554,1726.45,9018.00788
New_York,NY79,-73.82153,40.7361,2010,23.22131535,0.148616418,25.8264,19.886,6.828,1058.5,9049.7001
New_York,NY79,-73.82153,40.7361,2011,23.44646025,0.150057346,26.42151964,18.768,8.324,1065.8,9061.478366
New_York,NY79,-73.82153,40.7361,2012,23.28719012,0.149038017,27.39835,19.392,6.362,1157.05,9073.256632
New_York,NY79,-73.82153,40.7361,2013,23.01315311,0.14728418,30.14261468,18.172,6.868,1076.75,9085.034898
New_York,NY79,-73.82153,40.7361,2014,23.10941229,0.147900239,26.96248453,17.938,6.736,1025.65,9096.813164
New_York,NY79,-73.82153,40.7361,2015,23.00404711,0.147225902,26.74065164,18.882,6.826,1182.6,9108.59143
New_York,NY79,-73.82153,40.7361,2016,22.45584037,0.143717378,25.60963296,18.972,7.128,1693.6,9110.348544
New_York,NY79,-73.82153,40.7361,2017,22.69293414,0.145234778,26.17791479,18.146,6.75,1419.85,9112.105658
New_York,NY79,-73.82153,40.7361,2018,23.37581944,0.149605244,27.63244369,18.37,7.22,1197.2,9113.862772
New_York,NY79,-73.82153,40.7361,2019,22.84849063,0.14623034,29.19079633,18.6,6.274,835.85,9115.619886
New_York,NY79,-73.82153,40.7361,2020,22.84849063,0.14623034,26.99537623,18.594,10.112,708.1,9117.377
Stockholm,SE,18.0044,59.3255,2000,34.35706944,0.219885244,21.45285322,13.762,6.008,631.45,8419.37
Stockholm,SE,18.0044,59.3255,2001,25.05333122,0.16034132,22.48360542,14.648,5.732,682.55,10835.60128
Stockholm,SE,18.0044,59.3255,2002,17.44490934,0.11164742,24.57069763,16.168,5.694,653.35,10835.60128
Stockholm,SE,18.0044,59.3255,2003,20.48737589,0.131119206,25.21620656,15.352,5.97,594.95,10982.32069
Stockholm,SE,18.0044,59.3255,2004,24.72616438,0.158247452,23.67756825,14.386,5.748,657,10982.32069
Stockholm,SE,18.0044,59.3255,2005,28.52114286,0.182535314,23.39175248,14.846,5.714,686.2,9909.3
Stockholm,SE,18.0044,59.3255,2006,34.35706944,0.219885244,23.81895424,16.16,5.736,719.05,11009.28231
Stockholm,SE,18.0044,59.3255,2007,25.05333122,0.16034132,25.01994033,14.802,6.172,766.5,11009.28231
Stockholm,SE,18.0044,59.3255,2008,22.84076532,0.146180898,24.03882878,14.734,5.87,642.4,11209.66274
Stockholm,SE,18.0044,59.3255,2009,20.11699502,0.128748768,26.66127249,14.584,5.912,620.5,11209.66274
Stockholm,SE,18.0044,59.3255,2010,22.48226833,0.143886517,23.33906595,15.056,6.064,949,10869.38
Stockholm,SE,18.0044,59.3255,2011,23.79981875,0.15231884,25.45242449,15.664,6.022,532.9,11185.21648
Stockholm,SE,18.0044,59.3255,2012,18.22003306,0.116608212,25.07824406,14.128,6.08,686.2,11185.21648
Stockholm,SE,18.0044,59.3255,2013,20.93154861,0.133961911,22.25679739,15.474,5.444,788.4,9831.736206
Stockholm,SE,18.0044,59.3255,2014,20.10309739,0.128659823,25.26178999,15.034,6.206,584,9831.736206
Stockholm,SE,18.0044,59.3255,2015,17.46434152,0.111771786,25.10948675,14.156,5.94,627.8,12137.86
Stockholm,SE,18.0044,59.3255,2016,20.60997549,0.131903843,24.2160923,15.544,6.354,467.2,9846.386724
Stockholm,SE,18.0044,59.3255,2017,20.75643855,0.132841207,23.25000371,14.556,5.862,715.4,9846.386724
Stockholm,SE,18.0044,59.3255,2018,25.09171707,0.160586989,25.39651704,17.052,6.142,576.7,11908.16862
Stockholm,SE,18.0044,59.3255,2019,18.59162477,0.118986399,25.02288548,15.432,6.002,835.85,11908.16862
Stockholm,SE,18.0044,59.3255,2020,16.33273566,0.104529508,23.75153443,15.466,5.71,708.1,11817.76
Stockholm,SSG,18.0583,59.3408,2000,22.13549525,0.14166717,21.54243495,13.762,6.008,631.45,10403.28
Stockholm,SSG,18.0583,59.3408,2001,21.49180408,0.137547546,18.94793919,14.648,5.732,682.55,11033.92563
Stockholm,SSG,18.0583,59.3408,2002,21.84040238,0.139778575,21.18307054,16.168,5.694,653.35,11033.92563
Stockholm,SSG,18.0583,59.3408,2003,23.90003618,0.152960232,21.06248385,15.352,5.97,594.95,11237.39533
Stockholm,SSG,18.0583,59.3408,2004,22.85873404,0.146295898,23.34671803,14.386,5.748,657,11237.39533
Stockholm,SSG,18.0583,59.3408,2005,22.85126809,0.146248116,22.642064,14.846,5.714,686.2,12243.52
Stockholm,SSG,18.0583,59.3408,2006,30.79679848,0.19709951,20.32030131,16.16,5.736,719.05,11270.27575
Stockholm,SSG,18.0583,59.3408,2007,23.40566127,0.149796232,20.83405548,14.802,6.172,766.5,11270.27575
Stockholm,SSG,18.0583,59.3408,2008,22.9794435,0.147068438,19.7429538,14.734,5.87,642.4,11447.11318
Stockholm,SSG,18.0583,59.3408,2009,20.04840741,0.128309807,19.14483764,14.584,5.912,620.5,11447.11318
Stockholm,SSG,18.0583,59.3408,2010,18.80760684,0.120368684,18.89035498,15.056,6.064,949,13429.32
Stockholm,SSG,18.0583,59.3408,2011,21.66800475,0.13867523,20.10493643,15.664,6.022,532.9,11328.91711
Stockholm,SSG,18.0583,59.3408,2012,18.43806374,0.118003608,19.73210942,14.128,6.08,686.2,11328.91711
Stockholm,SSG,18.0583,59.3408,2013,19.85847733,0.127094255,19.71886002,15.474,5.444,788.4,9436.164358
Stockholm,SSG,18.0583,59.3408,2014,16.91125016,0.108232001,20.63083416,15.034,6.206,584,9436.164358
Stockholm,SSG,18.0583,59.3408,2015,15.61625397,0.099944025,19.41851637,14.156,5.94,627.8,2646.79
Stockholm,SSG,18.0583,59.3408,2016,21.07423921,0.134875131,19.03790267,15.544,6.354,467.2,9456.198129
Stockholm,SSG,18.0583,59.3408,2017,15.88668495,0.101674784,18.72115896,14.556,5.862,715.4,9456.198129
Stockholm,SSG,18.0583,59.3408,2018,18.3442388,0.117403128,18.26833152,17.052,6.142,576.7,11923.14353
Stockholm,SSG,18.0583,59.3408,2019,15.42782452,0.098738077,19.21970866,15.432,6.002,835.85,11923.14353
Stockholm,SSG,18.0583,59.3408,2020,14.82090622,0.0948538,20.08405436,15.466,5.71,708.1,14600.57
Stockholm,STK,18.0578,59.316,2000,19.67422402,0.125915034,22.57292059,13.762,6.008,631.45,12345.43
Stockholm,STK,18.0578,59.316,2001,17.34975362,0.111038423,21.94204838,14.648,5.732,682.55,11992.70545
Stockholm,STK,18.0578,59.316,2002,14.30869565,0.091575652,23.6936996,16.168,5.694,653.35,11992.70545
Stockholm,STK,18.0578,59.316,2003,11.53543092,0.073826758,25.43573358,15.352,5.97,594.95,12211.62963
Stockholm,STK,18.0578,59.316,2004,12.66406036,0.081049986,26.55635276,14.386,5.748,657,12211.62963
Stockholm,STK,18.0578,59.316,2005,13.66137405,0.087432794,23.66130068,14.846,5.714,686.2,14529.16
Stockholm,STK,18.0578,59.316,2006,20.56142869,0.131593144,26.69859309,16.16,5.736,719.05,12242.96175
Stockholm,STK,18.0578,59.316,2007,16.09854201,0.103030669,26.59802846,14.802,6.172,766.5,12242.96175
Stockholm,STK,18.0578,59.316,2008,16.16992096,0.103487494,24.17339116,14.734,5.87,642.4,12363.96294
Stockholm,STK,18.0578,59.316,2009,12.51035879,0.080066296,26.89060808,14.584,5.912,620.5,12363.96294
Stockholm,STK,18.0578,59.316,2010,14.02360557,0.089751076,26.29623096,15.056,6.064,949,15936.29
Stockholm,STK,18.0578,59.316,2011,14.05606553,0.089958819,25.2498916,15.664,6.022,532.9,12272.79785
Stockholm,STK,18.0578,59.316,2012,12.53422035,0.08021901,25.93086676,14.128,6.08,686.2,12272.79785
Stockholm,STK,18.0578,59.316,2013,15.09550742,0.096611248,26.16499926,15.474,5.444,788.4,10288.13854
Stockholm,STK,18.0578,59.316,2014,13.01915704,0.083322605,24.0695629,15.034,6.206,584,10288.13854
Stockholm,STK,18.0578,59.316,2015,11.55846436,0.073974172,24.27912872,14.156,5.94,627.8,2571.72
Stockholm,STK,18.0578,59.316,2016,11.78388235,0.075416847,22.17985141,15.544,6.354,467.2,10302.106
Stockholm,STK,18.0578,59.316,2017,11.57211448,0.074061533,26.71964003,14.556,5.862,715.4,10302.106
Stockholm,STK,18.0578,59.316,2018,11.82682403,0.075691674,27.18324467,17.052,6.142,576.7,12381.08577
Stockholm,STK,18.0578,59.316,2019,9.736900782,0.062316165,25.55741511,15.432,6.002,715.4,12381.08577
Stockholm,STK,18.0578,59.316,2020,9.725674814,0.062244319,24.38048057,15.466,5.71,576.7,17326.14
